"","Country","Happiness_score","GDP_per_capita","Social_support","Healthy_life_expectancy","Freedom_to_make_life_choices","Generosity","Perceptions_of_corruption","continent","year"
"6","Sweden","7.343","1.3869999999999998","1.4869999999999999","1.0090000000000001","0.574","0.267","0.373","Europe","2019"
"1","Switzerland","7.5089999999999995","1.527334213","1.145236492","0.8630290629999999","0.585571766","0.280825347","0.412032723","Europe","2016"
"3","Switzerland","7.494","1.565","1.517","0.858","0.62","0.29100000000000004","0.36700000000000005","Europe","2017"
"4","Switzerland","7.487","1.42","1.5490000000000002","0.927","0.66","0.256","0.35700000000000004","Europe","2018"
"5","Switzerland","7.48","1.452","1.526","1.052","0.5720000000000001","0.263","0.34299999999999997","Europe","2019"
"155","Syria","3.069","0.74718523","0.148658514","0.62993592","0.069124863","0.483968765","0.172329709","Asia","2016"
"151","Syria","3.4619999999999997","0.777","0.396","0.501","0.08199999999999999","0.494","0.151","Asia","2017"
"149","Syria","3.4619999999999997","0.6890000000000001","0.382","0.539","0.08800000000000001","0.376","0.14400000000000002","Asia","2018"
"148","Syria","3.4619999999999997","0.619","0.37799999999999995","0.44","0.013000000000000001","0.331","0.141","Asia","2019"
"99","Tajikistan","4.996","0.488349199","0.756024659","0.531185448","0.434081018","0.259979695","0.135088935","Asia","2016"
"95","Tajikistan","5.041","0.525","1.271","0.529","0.47200000000000003","0.249","0.146","Asia","2017"
"79","Tajikistan","5.352","0.474","1.179","0.598","0.503","0.214","0.136","Asia","2018"
"73","Tajikistan","5.4670000000000005","0.493","1.0979999999999999","0.718","0.389","0.23","0.14400000000000002","Asia","2019"
"148","Tanzania","3.6660000000000004","0.471546322","0.7762331370000001","0.356999546","0.31760186","0.314717621","0.050989658","Africa","2016"
"152","Tanzania","3.3489999999999998","0.511","1.042","0.365","0.39","0.354","0.066","Africa","2017"
"152","Tanzania","3.303","0.455","0.991","0.381","0.48100000000000004","0.27","0.09699999999999999","Africa","2018"
"152","Tanzania","3.2310000000000003","0.47600000000000003","0.885","0.499","0.41700000000000004","0.276","0.147","Africa","2019"
"32","Thailand","6.474","1.08929646","1.044767976","0.649153352","0.495529205","0.586960733","0.028332458999999997","Asia","2016"
"31","Thailand","6.4239999999999995","1.128","1.426","0.647","0.58","0.5720000000000001","0.032","Asia","2017"
"45","Thailand","6.072","1.016","1.4169999999999998","0.7070000000000001","0.637","0.364","0.028999999999999998","Asia","2018"
"51","Thailand","6.007999999999999","1.05","1.409","0.828","0.557","0.359","0.027999999999999997","Asia","2019"
"154","Togo","3.303","0.28122651600000004","0.0","0.248112172","0.34678065799999996","0.175168142","0.115871899","Africa","2016"
"149","Togo","3.495","0.305","0.43200000000000005","0.247","0.38","0.19699999999999998","0.096","Africa","2017"
"138","Togo","3.9989999999999997","0.259","0.474","0.253","0.434","0.158","0.10099999999999999","Africa","2018"
"138","Togo","4.085","0.275","0.5720000000000001","0.41","0.293","0.177","0.085","Africa","2019"
"97","Tunisia","5.045","0.977238595","0.431648046","0.595766008","0.23552788800000002","0.039361522","0.081698492","Africa","2016"
"101","Tunisia","4.805","1.0070000000000001","0.868","0.613","0.29","0.05","0.087","Africa","2017"
"110","Tunisia","4.592","0.9","0.9059999999999999","0.69","0.271","0.04","0.063","Africa","2018"
"123","Tunisia","4.461","0.9209999999999999","1.0","0.815","0.16699999999999998","0.059000000000000004","0.055","Africa","2019"
"77","Turkey","5.388999999999999","1.1649216409999998","0.87717098","0.647183418","0.238888025","0.0470687","0.123479202","Asia","2016"
"68","Turkey","5.5","1.198","1.338","0.638","0.301","0.047","0.1","Asia","2017"
"73","Turkey","5.483","1.148","1.38","0.6859999999999999","0.324","0.106","0.109","Asia","2018"
"78","Turkey","5.372999999999999","1.183","1.36","0.8079999999999999","0.195","0.083","0.106","Asia","2019"
"64","Turkmenistan","5.6579999999999995","1.080170751","1.0381743909999999","0.440057486","0.37407752899999996","0.225665107","0.284671992","Asia","2016"
"58","Turkmenistan","5.822","1.131","1.493","0.43799999999999994","0.418","0.25","0.259","Asia","2017"
"67","Turkmenistan","5.636","1.016","1.5330000000000001","0.517","0.41700000000000004","0.19899999999999998","0.037000000000000005","Asia","2018"
"86","Turkmenistan","5.247000000000001","1.052","1.538","0.657","0.39399999999999996","0.244","0.027999999999999997","Asia","2019"
"145","Uganda","3.739","0.347185254","0.909812272","0.196249619","0.436530262","0.271018267","0.064420924","Africa","2016"
"132","Uganda","4.081","0.381","1.13","0.218","0.44299999999999995","0.326","0.057","Africa","2017"
"134","Uganda","4.1610000000000005","0.322","1.09","0.237","0.45","0.259","0.061","Africa","2018"
"135","Uganda","4.189","0.332","1.069","0.44299999999999995","0.35600000000000004","0.252","0.06","Africa","2019"
"122","Ukraine","4.324","0.872869015","1.014131546","0.5862792729999999","0.12858887","0.203627124","0.018293051","Europe","2016"
"131","Ukraine","4.096","0.895","1.395","0.5760000000000001","0.12300000000000001","0.27","0.023","Europe","2017"
"137","Ukraine","4.103","0.7929999999999999","1.413","0.609","0.163","0.187","0.011000000000000001","Europe","2018"
"132","Ukraine","4.332","0.82","1.39","0.7390000000000001","0.17800000000000002","0.187","0.01","Europe","2019"
"27","United Arab Emirates","6.5729999999999995","1.573521495","0.871136844","0.729932189","0.56214571","0.265909791","0.355612397","Asia","2016"
"20","United Arab Emirates","6.648","1.626","1.266","0.727","0.608","0.361","0.324","Asia","2017"
"19","United Arab Emirates","6.774","1.4669999999999999","1.296","0.7759999999999999","0.67","0.284","0.18600000000000003","Asia","2018"
"20","United Arab Emirates","6.825","1.5030000000000001","1.31","0.825","0.598","0.262","0.182","Asia","2019"
"22","United Kingdom","6.725","1.4028302430000001","1.086715817","0.8099051709999999","0.5003592370000001","0.501563191","0.273989618","Europe","2016"
"18","United Kingdom","6.7139999999999995","1.442","1.496","0.805","0.508","0.493","0.265","Europe","2017"
"18","United Kingdom","6.814","1.301","1.5590000000000002","0.883","0.5329999999999999","0.354","0.272","Europe","2018"
"14","United Kingdom","7.053999999999999","1.3330000000000002","1.538","0.996","0.45","0.348","0.278","Europe","2019"
"12","United States","7.104","1.507962227","1.047815084","0.778997898","0.481630385","0.410768449","0.148683056","Americas","2016"
"13","United States","6.992999999999999","1.546","1.42","0.774","0.506","0.39299999999999996","0.136","Americas","2017"
"17","United States","6.886","1.3980000000000001","1.4709999999999999","0.8190000000000001","0.547","0.29100000000000004","0.133","Americas","2018"
"18","United States","6.892","1.433","1.4569999999999999","0.8740000000000001","0.45399999999999996","0.28","0.128","Americas","2019"
"28","Uruguay","6.545","1.181572676","1.031425357","0.7218269709999999","0.543876708","0.18055622300000002","0.213936999","Americas","2016"
"27","Uruguay","6.454","1.218","1.412","0.7190000000000001","0.579","0.175","0.17800000000000002","Americas","2017"
"30","Uruguay","6.379","1.093","1.459","0.7709999999999999","0.625","0.13","0.155","Americas","2018"
"32","Uruguay","6.292999999999999","1.124","1.465","0.8909999999999999","0.523","0.127","0.15","Americas","2019"
"48","Uzbekistan","5.987","0.7359129790000001","1.168096423","0.50163275","0.60848254","0.34326425200000005","0.283327252","Asia","2016"
"46","Uzbekistan","5.971","0.7859999999999999","1.5490000000000002","0.498","0.6579999999999999","0.41600000000000004","0.247","Asia","2017"
"43","Uzbekistan","6.096","0.7190000000000001","1.584","0.605","0.7240000000000001","0.32799999999999996","0.259","Asia","2018"
"40","Uzbekistan","6.1739999999999995","0.745","1.5290000000000001","0.7559999999999999","0.631","0.322","0.24","Asia","2019"
"43","Venezuela","6.084","1.133673549","1.0330225229999999","0.619042635","0.198472604","0.042504365999999995","0.083041303","Americas","2016"
"81","Venezuela","5.25","1.128","1.431","0.617","0.154","0.065","0.064","Americas","2017"
"101","Venezuela","4.806","0.996","1.469","0.657","0.133","0.055999999999999994","0.052000000000000005","Americas","2018"
"107","Venezuela","4.707","0.96","1.4269999999999998","0.805","0.154","0.064","0.047","Americas","2019"
"95","Vietnam","5.061","0.740374327","0.79116708","0.661565065","0.559541166","0.250752568","0.115562074","Asia","2016"
"93","Vietnam","5.074","0.789","1.2770000000000001","0.652","0.5710000000000001","0.235","0.08800000000000001","Asia","2017"
"94","Vietnam","5.103","0.715","1.365","0.7020000000000001","0.618","0.177","0.079","Asia","2018"
"93","Vietnam","5.175","0.741","1.3459999999999999","0.851","0.5429999999999999","0.147","0.073","Asia","2019"
"146","Yemen","3.7239999999999998","0.57938844","0.474931449","0.310475528","0.22869572","0.098209225","0.058922391","Asia","2016"
"145","Yemen","3.593","0.5920000000000001","0.935","0.31","0.249","0.10400000000000001","0.057","Asia","2017"
"151","Yemen","3.355","0.442","1.073","0.34299999999999997","0.244","0.083","0.064","Asia","2018"
"150","Yemen","3.38","0.287","1.163","0.46299999999999997","0.14300000000000002","0.10800000000000001","0.077","Asia","2019"
"105","Zambia","4.795","0.612021744","0.637601912","0.23573216800000002","0.42661646","0.17865707","0.11479061800000001","Africa","2016"
"115","Zambia","4.513999999999999","0.636","1.003","0.258","0.462","0.25","0.078","Africa","2017"
"124","Zambia","4.377","0.562","1.047","0.295","0.503","0.221","0.08199999999999999","Africa","2018"
"137","Zambia","4.107","0.578","1.058","0.426","0.431","0.247","0.087","Africa","2019"
"130","Zimbabwe","4.1930000000000005","0.35040983600000003","0.714784801","0.159500897","0.25428974600000004","0.185030311","0.085816585","Africa","2016"
"137","Zimbabwe","3.875","0.376","1.083","0.19699999999999998","0.336","0.18899999999999997","0.095","Africa","2017"
"143","Zimbabwe","3.6919999999999997","0.35700000000000004","1.094","0.248","0.406","0.132","0.099","Africa","2018"
"145","Zimbabwe","3.6630000000000003","0.366","1.114","0.433","0.361","0.151","0.08900000000000001","Africa","2019"
